24 59 90
94 88 92
53 64 40
1 96 94
33 44 94
63 80 79
49 19 40
32 4 34
77 46 79
41 89 87
41 82 85
92 77 61
50 56 87
69 52 15
56 95 47
26 73 32
29 65 63
43 40 30
98 0 3
47 60 39
9 70 66
33 20 79
27 2 78
90 13 81
69 85 87
18 28 71
50 15 28
51 3 40
18 46 26
28 0 79
11 17 78
4 17 8
22 16 14
97 15 50
53 82 99
41 98 80
63 15 2
32 67 90
3 60 43
5 94 1
40 11 38
25 25 51
55 27 89
97 72 45
60 65 38
28 93 74
36 75 27
49 59 56
1 28 48
58 46 97
4 85 57
78 31 96
47 54 90
8 47 85
17 31 65
68 57 8
0 94 97
98 71 77
35 77 87
52 79 38
40 60 59
98 47 22
88 69 23
2 85 13
88 96 21
33 3 17
42 67 5
34 57 18
49 54 57
98 16 61
47 63 43
3 31 17
81 57 80
28 77 37
86 0 80
1 3 90
62 61 33
44 7 96
55 48 13
91 91 53
22 77 30
60 28 60
7 76 49
97 39 10
85 88 78
90 5 97
83 39 83
84 36 43
45 86 25
43 64 76
90 58 77
70 46 69
87 21 56
3 61 59
54 89 52
30 68 2
16 27 26
86 81 63
14 53 46
92 17 7
16 17 51
43 51 37
79 86 78
20 30 50
26 85 46
0 26 5
41 57 80
52 43 75
70 90 19
33 74 37
92 33 28
32 44 48
88 9 33
0 68 11
9 78 64
41 82 72
67 32 47
54 66 87
92 92 1
45 10 47
35 10 71
25 65 88
98 82 47
86 99 76
29 58 9
42 14 5
30 91 16
13 34 65
62 9 79
79 79 35
48 25 45
0 40 11
36 15 18
94 10 88
90 3 27
17 5 90
15 21 7
74 97 39
60 79 99
63 88 1
40 81 61
1 17 4
30 51 31
16 46 2
77 39 62
22 67 94
66 34 66
51 74 43
98 97 55
12 6 88
58 72 60
44 35 15
20 50 14
60 45 49
71 86 44
30 23 47
50 23 74
0 96 27
77 18 30
98 26 28
13 48 75
92 53 31
82 13 95
27 72 1
40 15 3
60 99 69
64 70 54
50 83 45
78 99 67
40 92 56
77 76 56
1 54 6
14 63 86
72 15 40
20 65 85
82 29 81
73 11 2
18 47 28
50 59 22
59 49 30
19 69 94
8 24 44
87 62 29
49 18 13
68 9 80
19 84 60
24 76 2
54 8 42
3 12 55
50 58 43
66 1 64
28 1 84
25 53 49
78 56 97
44 66 36
92 45 13
93 18 8
34 25 41
93 44 49
96 68 44
58 52 31
51 12 26
45 49 78
78 27 5
98 71 25
3 89 91
22 55 16
90 98 99
38 40 94
65 5 14
60 93 89
47 75 84
46 86 3
8 24 2
62 4 50
3 31 3
76 31 33
87 82 3
29 45 45
89 37 37
90 10 37
45 98 45
93 45 86
10 53 25
58 1 6
46 59 89
0 49 90
99 30 46
13 43 52
39 79 5
75 34 69
65 44 78
39 94 97
52 48 60
16 56 70
33 73 85
3 38 85
81 35 77
52 56 27
15 18 55
33 42 26
30 6 32
0 26 91
99 43 49
8 38 16
52 71 57
49 24 28
64 5 4
28 15 54
73 80 64
18 36 8
54 22 87
43 32 78
9 5 11
76 84 96
29 41 90
22 47 9
2 10 28
51 87 79
34 98 34
7 81 22
32 7 21
89 97 42
29 27 9
38 1 65
53 26 47
81 19 89
53 91 73
88 40 77
79 51 0
10 25 2
43 89 81
6 99 55
58 65 89
17 71 34
79 62 4
29 23 20
30 51 15
29 21 43
71 15 46
11 20 15
74 72 49
50 37 6
97 29 28
5 76 74
4 55 85
12 27 42
28 40 93
31 46 22
14 26 78
52 15 74
81 60 39
26 35 72
50 91 69
49 76 24
24 68 52
64 29 98
69 95 36
36 92 9
49 99 14
60 41 3
91 77 62
48 75 10
26 56 62
90 58 41
96 10 73
47 39 22
74 85 6
30 49 31
68 7 51
37 62 70
9 65 8
71 32 27
27 58 78
89 95 63
51 58 20
66 26 77
59 32 24
70 80 97
38 17 69
3 8 89
30 85 19
17 26 45
37 18 69
29 0 24
87 85 87
56 28 2
99 48 7
86 42 8
60 63 42
56 94 3
40 68 2
29 79 40
9 80 56
70 35 10
18 60 20
11 7 30
92 76 75
49 76 80
80 85 22
14 52 15
56 6 0
94 69 86
99 65 14
98 15 23
61 51 56
43 35 59
17 45 34
51 79 41
12 9 62
55 25 81
56 7 63
83 69 96
79 87 38
98 1 53
58 19 43
59 51 91
72 29 88
74 49 76
95 20 96
40 58 53
92 15 20
0 57 77
12 41 48
37 24 81
56 21 1
59 40 65
32 88 57
0 65 70
88 88 21
54 89 32
43 0 91
8 29 36
47 90 52
65 46 79
66 27 32
91 44 26
17 26 89
1 8 65
85 41 85
81 18 17
68 31 76
51 27 13
90 93 69
17 5 20
30 82 11
46 17 56
88 50 12
22 3 68
74 29 64
67 56 46
85 5 33
4 91 1
82 26 49
44 16 79
12 69 56
2 79 25
71 82 81
93 65 49
3 89 90
82 12 71
68 58 40
64 50 69
83 95 39
50 31 13
12 23 48
75 19 59
40 48 13
39 97 60
41 81 34
94 73 92
15 47 89
35 9 21
63 47 71
47 46 85
34 95 5
23 85 44
59 50 23
16 3 20
87 99 33
42 10 35
27 39 7
15 57 13
80 42 40
33 68 35
17 46 62
39 45 62
17 84 37
40 68 6
38 50 43
8 45 73
79 66 89
75 8 89
74 51 5
55 32 7
95 94 66
85 91 35
28 40 82
26 67 99
41 22 60
79 2 29
25 60 35
51 64 45
88 22 24
66 5 12
41 75 33
0 25 68
65 63 97
8 15 27
44 63 90
29 52 3
71 99 39
93 13 47
18 23 69
80 35 30
17 73 24
21 9 36
13 87 10
42 43 7
27 55 23
33 69 65
71 42 57
89 59 35
64 60 41
97 0 76
33 39 64
48 0 9
49 3 72
15 40 69
16 84 63
17 10 75
30 13 90
52 4 42
22 54 73
95 7 38
17 1 11
19 59 11
78 86 89
86 50 73
29 41 98
94 39 61
84 30 20
0 2 90
80 41 73
85 23 74
53 21 64
80 92 27
81 40 49
82 23 37
14 46 70
76 81 17
21 51 94
11 39 46
1 21 95
33 39 59
18 33 4
31 35 94
89 23 26
73 25 43
71 63 83
39 18 40
51 8 19
73 20 22
18 72 37
22 2 53
23 71 67
12 51 47
2 58 77
30 78 72
35 86 23
0 40 65
41 16 37
18 12 46
19 98 5
35 73 14
79 27 68
7 64 27
84 23 19
23 52 62
40 45 91
14 83 83
21 34 53
38 61 33
8 11 7
98 98 2
87 51 68
52 69 57
12 71 82
78 27 18
97 44 8
28 43 45
23 8 79
85 72 5
58 17 47
90 38 64
75 7 37
96 11 52
14 4 78
78 48 9
99 65 5
16 79 37
57 82 72
77 86 40
58 85 7
41 87 68
40 76 8
83 21 77
18 28 71
83 85 52
5 29 43
76 80 19
45 87 24
52 14 84
39 21 96
10 87 76
35 58 56
57 42 23
19 12 33
93 98 58
97 3 22
19 78 56
70 49 89
16 84 59
86 22 16
73 77 40
85 90 25
23 11 21
41 20 53
93 62 99
61 38 82
95 99 56
74 86 47
93 67 32
39 79 96
80 81 2
29 49 13
24 84 36
37 79 19
94 76 83
83 55 54
38 73 35
11 21 81
91 15 67
91 21 10
19 3 51
71 16 56
8 78 94
47 42 60
95 42 54
32 4 8
83 51 92
54 73 73
69 0 69
53 92 87
80 58 36
52 30 14
14 15 24
65 10 2
63 14 75
89 75 48
51 83 84
2 77 31
20 39 53
39 21 73
43 54 13
18 21 19
10 7 78
88 50 36
88 4 97
82 22 50
82 98 2
57 10 12
28 51 80
44 28 27
59 2 49
34 46 73
87 66 12
81 11 67
75 49 18
5 11 88
20 58 31
70 35 69
36 16 48
71 83 26
78 46 25
4 30 19
68 19 80
26 38 75
66 74 19
70 45 82
23 73 94
43 44 90
78 37 67
9 55 76
87 53 27
78 92 12
30 12 58
88 15 73
51 57 50
91 32 68
20 8 88
11 44 73
12 62 63
0 40 63
80 4 88
20 76 3
32 5 5
21 85 22
8 80 37
62 60 78
38 91 97
94 14 69
70 79 17
91 7 49
82 26 98
94 27 57
88 5 44
31 6 55
46 98 22
2 61 12
15 74 64
0 15 73
18 24 51
76 45 27
53 41 14
40 86 54
73 92 74
68 32 71
90 4 24
83 59 99
33 12 4
43 15 59
69 92 58
0 25 11
54 43 82
78 95 9
19 48 85
46 46 64
50 65 26
14 91 71
87 40 11
49 19 13
33 31 98
85 93 10
18 77 15
8 66 49
90 79 29
11 91 63
11 48 61
9 19 21
39 38 29
64 41 66
14 70 83
18 25 76
68 13 28
58 75 3
38 78 13
89 4 90
53 29 91
17 21 43
15 86 38
5 15 28
62 94 59
70 60 25
4 73 83
7 30 94
72 59 72
5 23 19
81 78 58
83 91 19
69 14 98
48 70 79
96 6 98
92 78 30
53 5 30
95 32 8
42 38 65
58 29 68
49 68 48
9 84 78
45 30 26
91 60 51
13 14 94
87 39 68
23 72 62
51 36 14
16 1 50
47 36 53
25 98 39
11 38 28
82 16 69
50 88 9
35 94 30
55 59 22
32 59 84
2 4 89
74 52 46
12 85 57
49 37 42
88 94 70
23 34 74
94 83 76
96 11 33
38 55 17
27 93 59
97 65 8
30 61 37
77 80 14
10 77 43
11 89 79
7 95 99
62 51 92
54 33 18
13 73 83
70 69 17
15 29 56
63 99 44
94 69 80
86 93 91
24 30 32
84 69 69
99 52 72
63 8 28
17 34 47
20 38 60
75 8 40
78 87 5
92 63 2
40 58 83
6 63 98
38 25 26
15 44 81
86 15 85
76 56 82
0 96 16
4 68 62
85 4 61
85 95 45
24 80 61
10 40 38
61 31 68
4 20 35
36 30 17
32 79 63
34 86 52
4 64 10
82 4 31
0 68 34
66 92 50
59 12 38
60 6 77
45 72 22
40 25 22
76 9 73
64 6 60
79 81 53
43 4 98
58 51 34
1 10 9
22 57 47
72 28 66
87 19 5
87 55 91
31 33 32
21 93 75
34 5 58
80 37 83
77 41 8
25 10 92
60 50 97
37 52 17
21 29 8
15 33 19
23 75 48
76 56 90
14 89 36
75 83 30
60 58 6
88 64 31
17 21 6
77 79 85
98 89 51
0 73 1
35 10 8
8 82 73
43 58 20
88 14 12
65 6 27
50 18 32
59 91 15
32 32 56
70 52 15
70 26 8
35 55 76
65 86 72
95 48 74
7 48 43
26 58 86
78 43 42
46 21 71
59 20 13
64 12 24
85 87 1
8 21 61
0 56 19
18 10 72
0 56 62
68 4 81
35 11 92
46 33 84
86 10 29
0 41 71
86 29 40
86 32 56
65 9 87
76 9 99
50 75 66
63 19 23
6 45 63
64 99 78
57 57 51
45 80 79
92 1 76
75 51 37
99 41 45
37 97 1
51 41 86
41 21 9
3 96 15
74 60 53
30 64 70
85 97 37
0 17 31
4 5 10
3 34 56
92 17 40
70 40 84
34 37 8
20 14 11
0 98 6
25 54 62
55 49 77
58 87 41
39 97 59
36 1 19
18 12 61
7 54 28
3 21 63
99 71 97
34 64 38
82 7 89
40 89 96
8 51 9
6 95 74
91 27 2
79 92 83
44 31 4
76 89 19
75 40 22
78 74 18
33 5 20
18 6 56
68 79 61
78 10 20
93 8 39
15 9 48
11 81 31
81 59 11
57 77 72
71 92 47
91 85 93
72 68 99
29 80 98
34 59 7
10 86 22
68 43 62
99 52 28
89 53 44
99 76 22
68 74 47
96 5 47
86 19 84
2 50 70
46 81 80
12 56 56
40 84 77
2 59 28
87 61 47
89 77 54
79 2 72
62 40 50
43 49 77
94 71 33
65 19 94
88 40 61
60 75 47
99 85 43
50 83 28
33 18 67
72 46 38
78 84 85
69 33 30
99 31 19
52 81 36
61 50 10
56 5 24
52 44 61
56 39 75
20 69 38
56 5 94
40 90 42
27 37 24
72 37 77
0 14 38
14 27 27
95 66 14
55 51 17
30 40 35
23 21 69
